StudentId,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,House
2021,A,A,A,C,A,A,A,C,A,A,A,B,B,A,A,A,A,B,A,A,A,C,A,A,A,A,B,Ravenclaw
2022,A,A,A,C,A,A,A,C,A,A,A,B,B,A,A,A,B,A,A,A,A,C,A,A,A,A,C,Ravenclaw
2023,A,A,A,C,A,A,A,C,A,A,A,B,B,A,A,A,C,A,A,A,A,C,A,A,A,B,A,Ravenclaw
2024,A,A,A,C,A,A,A,C,A,A,A,B,A,A,E,A,B,A,A,A,A,A,C,A,B,A,A,Ravenclaw
2025,A,A,A,C,A,A,A,C,A,A,A,B,A,A,E,A,A,A,A,B,A,C,A,A,A,A,B,Ravenclaw
2026,A,A,A,C,A,A,A,C,A,A,A,B,A,A,E,A,C,A,A,A,A,A,C,A,A,B,A,Ravenclaw
2027,A,A,A,C,A,A,A,C,A,A,A,B,A,A,E,A,A,A,A,E,A,A,C,A,B,A,A,Ravenclaw
2028,A,A,A,C,A,A,A,C,A,A,A,B,A,A,H,D,A,A,A,A,A,B,A,A,A,A,C,Ravenclaw
2029,A,A,A,C,A,A,A,C,A,A,A,B,A,C,A,D,A,A,A,A,A,A,A,C,A,B,A,Ravenclaw
2030,A,A,A,C,A,A,A,C,A,A,A,B,A,C,A,D,A,A,A,A,A,A,C,A,A,B,A,Ravenclaw
2031,A,A,A,C,A,A,A,C,A,A,A,B,D,A,A,A,A,A,C,A,A,A,A,B,A,A,C,Ravenclaw
2032,A,A,A,C,A,A,A,C,A,A,A,B,A,H,A,D,A,A,A,A,A,A,A,B,A,B,A,Ravenclaw
2033,A,A,A,C,A,A,A,C,A,B,A,A,A,A,H,A,B,A,A,A,A,A,C,A,A,B,A,Ravenclaw
2034,A,A,A,C,A,A,A,C,A,B,A,A,A,H,A,A,A,A,A,D,A,C,A,A,A,B,A,Ravenclaw
2035,A,A,A,C,A,A,A,C,A,B,A,A,A,H,A,A,A,A,A,D,A,A,C,A,B,A,A,Ravenclaw
2036,A,A,A,C,A,A,A,C,A,C,A,A,E,A,A,B,A,A,A,A,A,A,C,A,A,A,C,Ravenclaw
2037,A,A,A,C,A,A,A,C,A,C,A,A,A,H,A,A,A,A,C,A,A,A,C,A,B,A,A,Ravenclaw
2038,A,A,A,C,A,A,A,C,A,A,A,C,A,B,A,A,A,E,A,A,A,B,A,A,A,A,C,Ravenclaw
2039,A,A,A,C,A,A,A,C,A,A,A,C,G,A,A,A,A,A,A,A,E,A,C,A,A,A,B,Ravenclaw
2040,A,A,A,C,A,A,A,C,A,D,A,A,B,A,A,B,A,A,A,A,A,B,A,A,A,A,B,Ravenclaw
2041,A,A,A,C,A,A,A,C,A,D,A,A,B,A,A,B,A,A,A,A,A,A,C,A,B,A,A,Ravenclaw
2042,A,A,A,C,A,A,A,C,A,D,A,A,B,A,A,A,C,A,A,A,A,A,C,A,B,A,A,Ravenclaw
2043,A,A,A,C,A,A,A,C,A,D,A,A,B,A,A,A,A,A,A,A,D,C,A,A,B,A,A,Ravenclaw
2044,A,A,A,C,A,A,A,C,A,D,A,A,B,A,A,A,A,A,A,D,A,A,A,C,B,A,A,Ravenclaw
2045,A,A,A,C,A,A,A,C,A,D,A,A,B,A,A,A,A,A,A,E,A,C,A,A,A,B,A,Ravenclaw
2046,A,A,A,C,A,A,A,C,A,D,A,A,A,A,E,B,A,A,A,A,A,A,C,A,B,A,A,Ravenclaw
2047,A,A,A,C,A,A,A,C,A,D,A,A,A,C,A,B,A,A,A,A,A,A,A,C,B,A,A,Ravenclaw
2048,A,A,A,C,A,A,A,C,A,D,A,A,A,C,A,A,C,A,A,A,A,A,A,C,A,A,C,Ravenclaw
2049,A,A,A,C,A,A,A,C,A,D,A,A,A,C,A,A,A,A,A,A,D,B,A,A,A,B,A,Ravenclaw
2050,A,A,A,C,A,A,A,C,A,D,A,A,A,C,A,A,A,A,A,A,E,C,A,A,A,B,A,Ravenclaw
2051,A,A,A,C,A,A,A,C,A,D,A,A,A,C,A,A,A,A,A,A,E,C,A,A,B,A,A,Ravenclaw
2052,A,A,A,C,A,A,A,C,A,D,A,A,E,A,A,A,A,A,A,D,A,B,A,A,C,A,A,Ravenclaw
2053,A,A,A,C,A,A,A,C,A,D,A,A,A,H,A,A,A,A,C,A,A,B,A,A,B,A,A,Ravenclaw
2054,A,A,A,C,A,A,A,C,A,D,A,A,A,H,A,A,A,A,C,A,A,A,C,A,B,A,A,Ravenclaw
2055,A,A,A,C,A,A,A,C,A,D,A,A,A,H,A,A,A,A,A,D,A,A,C,A,A,B,A,Ravenclaw
2056,A,A,A,C,A,A,A,C,A,A,A,E,A,A,B,A,A,B,A,A,A,A,C,A,A,A,B,Ravenclaw
2057,A,A,A,C,A,A,A,C,A,A,A,E,B,A,A,A,A,A,C,A,A,A,A,C,B,A,A,Ravenclaw
2058,A,A,A,C,A,A,A,C,A,A,A,E,B,A,A,A,A,A,A,D,A,A,A,C,A,B,A,Ravenclaw
2059,A,A,A,C,A,A,A,C,A,A,A,E,A,A,E,A,A,A,C,A,A,A,C,A,A,B,A,Ravenclaw
2060,A,A,A,C,A,A,A,C,A,A,A,E,A,A,E,A,A,A,A,D,A,A,A,B,A,B,A,Ravenclaw
2061,A,A,A,C,A,A,A,C,A,A,A,E,A,C,A,B,A,A,A,A,A,A,A,B,A,B,A,Ravenclaw
2062,A,A,A,C,A,A,A,C,A,A,A,E,A,C,A,A,B,A,A,A,A,A,C,A,B,A,A,Ravenclaw
2063,A,A,A,C,A,A,A,C,A,A,A,E,A,H,A,A,A,A,C,A,A,A,A,C,A,B,A,Ravenclaw
2064,A,A,A,C,A,A,A,C,A,A,A,E,A,H,A,A,A,B,A,A,A,B,A,A,A,B,A,Ravenclaw
2065,A,A,A,C,A,A,A,C,A,A,A,E,A,H,A,A,A,B,A,A,A,B,A,A,B,A,A,Ravenclaw
2066,A,A,A,C,A,A,A,C,A,A,E,A,A,A,E,A,A,D,A,A,A,A,C,A,A,A,C,Ravenclaw
2067,A,A,A,C,A,A,A,C,A,A,E,A,A,C,A,A,A,A,C,A,A,A,C,A,B,A,A,Ravenclaw
2068,A,A,A,C,A,A,A,C,A,A,E,A,A,C,A,A,A,A,A,B,A,A,A,B,A,B,A,Ravenclaw
2069,A,A,A,C,A,A,A,C,A,A,E,A,A,C,A,A,A,A,A,A,D,B,A,A,A,A,B,Ravenclaw
2070,A,A,A,C,A,A,A,C,A,A,E,A,A,C,A,A,A,A,A,E,A,C,A,A,B,A,A,Ravenclaw
2071,A,A,A,C,A,A,A,C,A,A,E,A,A,C,A,A,A,A,A,A,E,A,A,B,B,A,A,Ravenclaw
2072,A,A,A,C,A,A,A,C,A,A,E,A,D,A,A,A,A,A,A,D,A,B,A,A,A,A,B,Ravenclaw
2073,A,A,A,C,A,A,A,C,A,A,F,A,A,C,A,A,A,B,A,A,A,A,A,B,B,A,A,Ravenclaw
2074,A,A,A,C,A,A,A,C,A,A,F,A,A,A,H,A,C,A,A,A,A,B,A,A,A,B,A,Ravenclaw
2075,A,A,A,C,A,A,A,C,A,A,G,A,A,A,D,A,A,B,A,A,A,A,C,A,B,A,A,Ravenclaw
2076,A,A,A,C,A,A,A,C,A,A,G,A,A,A,E,A,A,A,C,A,A,A,A,C,A,A,B,Ravenclaw
2077,A,A,A,C,A,A,A,C,A,A,G,A,A,A,E,A,A,A,C,A,A,A,A,C,A,B,A,Ravenclaw
2078,A,A,A,C,A,A,A,C,A,A,G,A,A,A,E,A,A,B,A,A,A,A,A,C,A,A,B,Ravenclaw
2079,A,A,A,C,A,A,A,C,A,A,G,A,A,A,E,A,A,B,A,A,A,C,A,A,A,B,A,Ravenclaw
2080,A,A,A,C,A,A,A,C,A,A,G,A,A,A,E,A,B,A,A,A,A,A,A,C,B,A,A,Ravenclaw
2081,A,A,A,C,A,A,A,C,A,A,G,A,A,A,E,A,B,A,A,A,A,A,C,A,A,B,A,Ravenclaw
2082,A,A,A,C,A,A,A,C,A,A,G,A,A,A,E,A,B,A,A,A,A,A,C,A,B,A,A,Ravenclaw
2083,A,A,A,C,A,A,A,C,A,A,G,A,A,A,E,A,C,A,A,A,A,A,C,A,B,A,A,Ravenclaw
2084,A,A,A,C,A,A,A,C,A,A,G,A,A,A,E,D,A,A,A,A,A,B,A,A,A,B,A,Ravenclaw
2085,A,A,A,C,A,A,A,C,A,A,G,A,A,A,E,D,A,A,A,A,A,A,C,A,A,B,A,Ravenclaw
2086,A,A,A,C,A,A,A,C,A,A,G,A,A,A,E,D,A,A,A,A,A,C,A,A,B,A,A,Ravenclaw
2087,A,A,A,C,A,A,A,C,A,A,G,A,A,A,E,A,E,A,A,A,A,A,A,C,B,A,A,Ravenclaw
2088,A,A,A,C,A,A,A,C,A,A,G,A,A,C,A,B,A,A,A,A,A,A,C,A,B,A,A,Ravenclaw
2089,A,A,A,C,A,A,A,C,A,A,G,A,A,C,A,A,A,B,A,A,A,C,A,A,B,A,A,Ravenclaw
2090,A,A,A,C,A,A,A,C,A,A,G,A,A,H,A,A,A,A,C,A,A,B,A,A,B,A,A,Ravenclaw
2091,A,A,A,C,A,A,A,C,A,A,G,A,A,H,A,A,A,B,A,A,A,C,A,A,B,A,A,Ravenclaw
2092,A,A,A,C,A,A,A,C,A,A,G,A,A,H,A,A,A,A,A,D,A,A,A,B,B,A,A,Ravenclaw
2093,A,A,A,C,A,A,A,C,A,A,G,A,A,H,A,A,A,A,A,A,E,A,A,B,A,A,B,Ravenclaw
2094,A,A,A,C,A,A,A,C,A,A,G,A,A,H,A,A,A,A,A,A,E,A,A,B,B,A,A,Ravenclaw
2095,A,A,A,C,D,A,A,A,A,B,A,A,C,A,A,A,A,A,A,D,A,A,C,A,B,A,A,Ravenclaw
2096,A,A,A,C,D,A,A,A,A,D,A,A,A,A,E,A,A,B,A,A,A,C,A,A,A,A,B,Ravenclaw
2097,A,A,A,C,D,A,A,A,A,D,A,A,E,A,A,A,A,B,A,A,A,A,A,B,A,C,A,Ravenclaw
2098,A,A,A,C,D,A,A,A,A,A,B,A,A,A,D,A,A,D,A,A,A,A,A,B,A,A,C,Ravenclaw
2099,A,A,A,C,D,A,A,A,A,A,A,E,A,A,E,B,A,A,A,A,A,A,C,A,B,A,A,Ravenclaw
2100,A,A,A,C,D,A,A,A,A,A,F,A,G,A,A,A,A,A,A,E,A,A,C,A,A,C,A,Ravenclaw
2101,A,A,A,C,D,A,A,A,A,G,A,A,B,A,A,C,A,A,A,A,A,A,C,A,A,B,A,Ravenclaw
2102,A,A,A,C,A,A,E,A,A,D,A,A,C,A,A,A,A,A,A,A,E,A,B,A,A,B,A,Ravenclaw
2103,A,A,A,C,A,A,E,A,A,D,A,A,A,A,E,A,C,A,A,A,A,A,A,B,B,A,A,Ravenclaw
2104,A,A,A,C,A,A,E,A,A,A,A,F,A,C,A,A,A,A,A,A,E,A,B,A,B,A,A,Ravenclaw
2105,A,A,A,C,A,C,A,A,A,A,A,B,A,B,A,A,A,A,C,A,A,A,C,A,A,A,C,Ravenclaw
2106,A,A,A,C,A,C,A,A,A,A,A,B,E,A,A,A,A,A,C,A,A,A,C,A,A,B,A,Ravenclaw
2107,A,A,A,C,A,C,A,A,A,B,A,A,A,B,A,B,A,A,A,A,A,A,A,B,A,B,A,Ravenclaw
2108,A,A,A,C,A,C,A,A,A,D,A,A,A,A,E,D,A,A,A,A,A,C,A,A,A,B,A,Ravenclaw
2109,A,A,A,C,A,C,A,A,A,D,A,A,A,E,A,A,C,A,A,A,A,A,C,A,A,A,C,Ravenclaw
2110,A,A,A,C,A,C,A,A,A,A,D,A,A,B,A,A,A,A,A,A,E,A,A,B,A,A,C,Ravenclaw
2111,A,A,A,C,A,C,A,A,A,A,D,A,A,H,A,A,E,A,A,A,A,A,B,A,A,A,C,Ravenclaw
2112,A,A,A,C,A,C,A,A,A,A,E,A,A,C,A,A,A,A,C,A,A,A,A,B,A,B,A,Ravenclaw
2113,A,A,A,C,A,C,A,A,A,A,E,A,A,C,A,A,A,B,A,A,A,A,C,A,B,A,A,Ravenclaw
2114,A,A,A,C,A,C,A,A,A,A,E,A,A,C,A,A,A,A,A,D,A,A,C,A,A,B,A,Ravenclaw
2115,A,A,A,C,A,C,A,A,A,A,A,F,A,B,A,A,A,A,A,C,A,B,A,A,A,A,C,Ravenclaw
2116,A,A,A,C,A,C,A,A,A,A,F,A,A,B,A,A,A,A,A,E,A,A,B,A,A,A,C,Ravenclaw
2117,A,A,A,C,A,C,A,A,A,G,A,A,A,A,D,A,A,B,A,A,A,A,A,C,A,B,A,Ravenclaw
2118,A,A,A,C,A,C,A,A,A,A,G,A,A,B,A,A,A,A,A,A,E,A,A,B,A,A,C,Ravenclaw
2119,A,A,A,C,A,C,A,A,A,A,G,A,A,A,E,D,A,A,A,A,A,C,A,A,A,B,A,Ravenclaw
2120,A,A,A,C,E,A,A,A,A,A,A,B,A,A,E,A,B,A,A,A,A,C,A,A,A,B,A,Ravenclaw
2121,A,A,A,C,E,A,A,A,A,A,A,B,A,A,E,A,A,A,A,B,A,A,A,B,A,A,C,Ravenclaw
2122,A,A,A,C,E,A,A,A,A,A,A,B,A,A,E,A,A,A,A,E,A,A,A,C,A,B,A,Ravenclaw
2123,A,A,A,C,E,A,A,A,A,B,A,A,B,A,A,D,A,A,A,A,A,A,A,B,A,A,B,Ravenclaw
2124,A,A,A,C,E,A,A,A,A,C,A,A,D,A,A,A,E,A,A,A,A,A,C,A,A,A,C,Ravenclaw
2125,A,A,A,C,E,A,A,A,A,A,A,C,A,B,A,A,A,A,A,A,D,A,A,B,A,B,A,Ravenclaw
2126,A,A,A,C,E,A,A,A,A,A,A,C,A,A,E,A,E,A,A,A,A,A,C,A,B,A,A,Ravenclaw
2127,A,A,A,C,E,A,A,A,A,D,A,A,B,A,A,A,A,A,C,A,A,A,C,A,B,A,A,Ravenclaw
2128,A,A,A,C,E,A,A,A,A,D,A,A,B,A,A,A,A,A,A,A,D,A,C,A,B,A,A,Ravenclaw
2129,A,A,A,C,E,A,A,A,A,D,A,A,A,A,E,A,A,A,A,E,A,C,A,A,A,B,A,Ravenclaw
2130,A,A,A,C,E,A,A,A,A,D,A,A,D,A,A,A,C,A,A,A,A,B,A,A,C,A,A,Ravenclaw
2131,A,A,A,C,E,A,A,A,A,D,A,A,D,A,A,A,A,A,A,A,E,B,A,A,A,A,C,Ravenclaw
2132,A,A,A,C,E,A,A,A,A,D,A,A,A,H,A,A,A,A,A,A,E,A,A,C,A,B,A,Ravenclaw
2133,A,A,A,C,E,A,A,A,A,A,A,E,A,A,B,A,A,A,C,A,A,A,C,A,A,A,B,Ravenclaw
2134,A,A,A,C,E,A,A,A,A,A,A,E,A,A,D,B,A,A,A,A,A,B,A,A,B,A,A,Ravenclaw
2135,A,A,A,C,E,A,A,A,A,A,A,E,B,A,A,A,A,B,A,A,A,B,A,A,A,B,A,Ravenclaw
2136,A,A,A,C,E,A,A,A,A,A,A,E,A,A,E,A,A,A,A,A,D,B,A,A,B,A,A,Ravenclaw
2137,A,A,A,C,E,A,A,A,A,A,A,E,A,A,E,A,A,A,A,E,A,C,A,A,A,B,A,Ravenclaw
2138,A,A,A,C,E,A,A,A,A,A,A,E,A,A,E,A,A,A,A,A,E,C,A,A,A,B,A,Ravenclaw
2139,A,A,A,C,E,A,A,A,A,A,A,E,A,C,A,A,A,A,A,A,E,A,C,A,B,A,A,Ravenclaw
2140,A,A,A,C,E,A,A,A,A,A,A,E,A,A,H,A,B,A,A,A,A,C,A,A,A,B,A,Ravenclaw
2141,A,A,A,C,E,A,A,A,A,A,A,E,A,A,H,A,A,A,A,A,D,C,A,A,B,A,A,Ravenclaw
2142,A,A,A,C,E,A,A,A,A,A,A,E,A,H,A,B,A,A,A,A,A,A,C,A,B,A,A,Ravenclaw
2143,A,A,A,C,E,A,A,A,A,A,A,E,A,H,A,A,B,A,A,A,A,A,A,C,B,A,A,Ravenclaw
2144,A,A,A,C,E,A,A,A,A,A,A,E,A,H,A,A,A,A,A,A,E,B,A,A,A,B,A,Ravenclaw
2145,A,A,A,C,E,A,A,A,A,A,A,E,A,H,A,A,A,B,A,A,A,A,A,B,B,A,A,Ravenclaw
2146,A,A,A,C,E,A,A,A,A,A,E,A,A,A,B,D,A,A,A,A,A,B,A,A,B,A,A,Ravenclaw
2147,A,A,A,C,E,A,A,A,A,A,A,F,A,H,A,A,A,D,A,A,A,A,C,A,B,A,A,Ravenclaw
2148,A,A,A,C,E,A,A,A,A,A,F,A,A,A,B,A,A,A,C,A,A,A,C,A,A,A,C,Ravenclaw
2149,A,A,A,C,E,A,A,A,A,A,F,A,A,A,B,A,A,A,A,A,E,A,C,A,A,B,A,Ravenclaw
2150,A,A,A,C,E,A,A,A,A,A,F,A,A,A,E,A,A,A,A,D,A,A,C,A,A,B,A,Ravenclaw
2151,A,A,A,C,E,A,A,A,A,A,F,A,A,A,E,A,A,A,A,A,E,A,A,C,A,A,C,Ravenclaw
2152,A,A,A,C,E,A,A,A,A,A,G,A,B,A,A,A,B,A,A,A,A,B,A,A,A,B,A,Ravenclaw
2153,A,A,A,C,E,A,A,A,A,A,G,A,A,A,E,B,A,A,A,A,A,B,A,A,B,A,A,Ravenclaw
2154,A,A,A,C,E,A,A,A,A,A,G,A,A,A,E,A,A,A,A,E,A,A,A,B,B,A,A,Ravenclaw
2155,A,A,A,C,E,A,A,A,A,A,G,A,A,A,E,A,A,A,A,E,A,A,A,C,A,B,A,Ravenclaw
2156,A,A,A,C,E,A,A,A,A,A,G,A,A,A,E,D,A,A,A,A,A,B,A,A,A,B,A,Ravenclaw
2157,A,A,A,C,E,A,A,A,A,A,G,A,A,A,E,A,A,A,A,A,E,A,C,A,A,A,B,Ravenclaw
2158,A,A,A,C,E,A,A,A,A,A,G,A,A,C,A,A,B,A,A,A,A,A,B,A,B,A,A,Ravenclaw
2159,A,A,A,C,E,A,A,A,A,A,G,A,A,A,H,B,A,A,A,A,A,A,A,B,B,A,A,Ravenclaw
2160,A,A,A,C,E,A,A,A,A,A,G,A,A,A,H,D,A,A,A,A,A,C,A,A,B,A,A,Ravenclaw
2161,A,A,A,C,E,A,A,A,A,A,G,A,A,H,A,B,A,A,A,A,A,A,C,A,A,B,A,Ravenclaw
2162,A,A,A,C,A,D,A,A,A,A,A,B,A,A,E,A,B,A,A,A,A,B,A,A,A,B,A,Ravenclaw
2163,A,A,A,C,A,D,A,A,A,A,A,B,A,A,E,A,E,A,A,A,A,C,A,A,A,A,B,Ravenclaw
2164,A,A,A,C,A,D,A,A,A,B,A,A,A,A,E,A,A,A,A,E,A,C,A,A,A,B,A,Ravenclaw
2165,A,A,A,C,A,D,A,A,A,B,A,A,A,A,H,D,A,A,A,A,A,C,A,A,A,A,C,Ravenclaw
2166,A,A,A,C,A,D,A,A,A,A,A,C,A,B,A,A,A,A,A,E,A,A,A,C,B,A,A,Ravenclaw
2167,A,A,A,C,A,D,A,A,A,A,A,D,A,C,A,A,A,A,A,D,A,B,A,A,A,B,A,Ravenclaw
2168,A,A,A,C,A,D,A,A,A,D,A,A,B,A,A,A,A,A,A,D,A,A,C,A,A,B,A,Ravenclaw
2169,A,A,A,C,A,D,A,A,A,D,A,A,B,A,A,A,A,A,A,A,E,A,A,C,B,A,A,Ravenclaw
2170,A,A,A,C,A,D,A,A,A,D,A,A,B,A,A,A,A,A,A,A,E,B,A,A,A,B,A,Ravenclaw
2171,A,A,A,C,A,D,A,A,A,D,A,A,A,A,E,A,A,A,C,A,A,A,C,A,A,B,A,Ravenclaw
2172,A,A,A,C,A,D,A,A,A,D,A,A,A,A,E,A,A,A,C,A,A,A,C,A,B,A,A,Ravenclaw
2173,A,A,A,C,A,D,A,A,A,D,A,A,A,C,A,A,A,A,C,A,A,A,A,C,B,A,A,Ravenclaw
2174,A,A,A,C,A,D,A,A,A,D,A,A,A,C,A,A,A,A,A,D,A,A,A,C,A,B,A,Ravenclaw
2175,A,A,A,C,A,D,A,A,A,A,A,E,B,A,A,B,A,A,A,A,A,A,A,C,A,A,B,Ravenclaw
2176,A,A,A,C,A,D,A,A,A,A,A,E,B,A,A,A,B,A,A,A,A,B,A,A,A,B,A,Ravenclaw
2177,A,A,A,C,A,D,A,A,A,A,A,E,A,A,E,A,A,A,C,A,A,A,C,A,A,A,B,Ravenclaw
2178,A,A,A,C,A,D,A,A,A,A,A,E,A,A,E,A,A,B,A,A,A,A,C,A,A,A,C,Ravenclaw
2179,A,A,A,C,A,D,A,A,A,A,D,A,A,A,E,A,A,A,A,D,A,A,A,C,A,C,A,Ravenclaw
2180,A,A,A,C,A,D,A,A,A,A,D,A,F,A,A,B,A,A,A,A,A,C,A,A,A,A,C,Ravenclaw
2181,A,A,A,C,A,D,A,A,A,A,F,A,B,A,A,A,A,A,A,A,E,A,B,A,B,A,A,Ravenclaw
2182,A,A,A,C,A,D,A,A,A,A,G,A,B,A,A,A,A,B,A,A,A,C,A,A,B,A,A,Ravenclaw
2183,A,A,A,C,A,D,A,A,A,A,G,A,B,A,A,B,A,A,A,A,A,A,C,A,B,A,A,Ravenclaw
2184,A,A,A,C,A,D,A,A,A,A,G,A,B,A,A,A,A,A,A,D,A,A,C,A,A,B,A,Ravenclaw
2185,A,A,A,C,A,D,A,A,A,A,G,A,B,A,A,A,A,A,A,A,E,A,A,C,B,A,A,Ravenclaw
2186,A,A,A,C,A,D,A,A,A,A,G,A,A,A,E,A,E,A,A,A,A,A,A,C,B,A,A,Ravenclaw
2187,A,A,A,C,A,D,A,A,A,A,G,A,A,C,A,B,A,A,A,A,A,A,C,A,A,B,A,Ravenclaw
2188,A,A,A,C,A,D,A,A,A,A,G,A,A,C,A,A,A,B,A,A,A,B,A,A,A,B,A,Ravenclaw
2189,A,A,A,C,A,D,A,A,A,A,G,A,D,A,A,A,A,A,C,A,A,A,A,B,C,A,A,Ravenclaw
2190,A,A,A,C,A,E,A,A,A,D,A,A,A,B,A,A,A,A,A,A,E,A,C,A,A,B,A,Ravenclaw
2191,A,A,A,C,A,E,A,A,A,D,A,A,A,A,E,A,A,A,A,A,D,B,A,A,B,A,A,Ravenclaw
2192,A,A,A,C,A,E,A,A,A,A,E,A,A,A,E,D,A,A,A,A,A,B,A,A,A,A,C,Ravenclaw
2193,A,A,A,C,A,A,A,A,E,A,A,E,A,A,B,A,A,A,A,A,E,A,A,B,A,A,C,Ravenclaw
2194,A,A,A,C,A,A,A,D,A,A,D,A,F,A,A,A,A,B,A,A,A,B,A,A,A,A,C,Ravenclaw
2195,A,A,A,C,A,A,A,E,A,B,A,A,A,B,A,A,A,A,C,A,A,A,B,A,B,A,A,Ravenclaw
2196,A,A,A,C,A,A,A,E,A,B,A,A,A,A,E,A,A,A,A,E,A,B,A,A,A,B,A,Ravenclaw
2197,A,A,A,C,A,A,A,E,A,B,A,A,E,A,A,A,A,B,A,A,A,A,A,C,A,B,A,Ravenclaw
2198,A,A,A,C,A,A,A,E,A,B,A,A,E,A,A,A,A,A,A,A,E,B,A,A,A,A,B,Ravenclaw
2199,A,A,A,C,A,A,A,E,A,C,A,A,A,A,B,A,A,A,A,A,E,C,A,A,A,A,C,Ravenclaw
2200,A,A,A,C,A,A,A,E,A,D,A,A,B,A,A,A,A,B,A,A,A,B,A,A,A,B,A,Ravenclaw
2201,A,A,A,C,A,A,A,E,A,D,A,A,A,A,E,A,B,A,A,A,A,B,A,A,B,A,A,Ravenclaw
2202,A,A,A,C,A,A,A,E,A,D,A,A,A,A,E,A,C,A,A,A,A,A,C,A,A,B,A,Ravenclaw
2203,A,A,A,C,A,A,A,E,A,D,A,A,A,A,E,D,A,A,A,A,A,A,A,B,B,A,A,Ravenclaw
2204,A,A,A,C,A,A,A,E,A,A,A,E,B,A,A,A,A,B,A,A,A,A,C,A,B,A,A,Ravenclaw
2205,A,A,A,C,A,A,A,E,A,A,A,E,B,A,A,A,B,A,A,A,A,A,C,A,A,B,A,Ravenclaw
2206,A,A,A,C,A,A,A,E,A,A,A,E,B,A,A,A,C,A,A,A,A,A,C,A,B,A,A,Ravenclaw
2207,A,A,A,C,A,A,A,E,A,A,A,E,A,A,E,A,B,A,A,A,A,B,A,A,A,B,A,Ravenclaw
2208,A,A,A,C,A,A,A,E,A,A,D,A,A,B,A,B,A,A,A,A,A,A,A,B,A,A,B,Ravenclaw
2209,A,A,A,C,A,A,A,E,A,A,E,A,B,A,A,B,A,A,A,A,A,A,A,B,A,B,A,Ravenclaw
2210,A,A,A,C,A,A,A,E,A,A,A,F,E,A,A,A,A,A,C,A,A,A,C,A,B,A,A,Ravenclaw
2211,A,A,A,C,A,A,A,E,A,A,G,A,B,A,A,A,A,B,A,A,A,A,C,A,B,A,A,Ravenclaw
2212,A,A,A,C,A,A,A,E,A,A,G,A,A,A,E,A,A,A,A,A,E,A,C,A,B,A,A,Ravenclaw
2213,A,A,A,C,A,A,A,E,A,A,G,A,E,A,A,D,A,A,A,A,A,A,A,B,A,B,A,Ravenclaw
2214,C,A,A,A,A,A,A,B,A,A,A,E,A,D,A,A,A,D,A,A,A,B,A,A,A,B,A,Ravenclaw
2215,C,A,A,A,A,A,B,A,A,B,A,A,B,A,A,D,A,A,A,A,A,C,A,A,A,B,A,Ravenclaw
2216,C,A,A,A,A,A,B,A,A,B,A,A,A,A,E,A,A,A,A,D,A,C,A,A,A,B,A,Ravenclaw
2217,C,A,A,A,A,A,B,A,A,B,A,A,A,A,G,A,A,A,A,E,A,A,C,A,A,A,C,Ravenclaw
2218,C,A,A,A,A,A,B,A,A,D,A,A,B,A,A,A,A,A,A,D,A,A,A,C,A,A,B,Ravenclaw
2219,C,A,A,A,A,A,B,A,A,D,A,A,B,A,A,A,A,A,A,A,E,A,C,A,A,B,A,Ravenclaw
2220,C,A,A,A,A,A,B,A,A,D,A,A,A,A,E,A,A,A,C,A,A,A,A,C,A,A,B,Ravenclaw
2221,C,A,A,A,A,A,B,A,A,D,A,A,A,A,E,A,A,B,A,A,A,A,A,C,B,A,A,Ravenclaw
2222,C,A,A,A,A,A,B,A,A,D,A,A,A,A,E,A,A,A,A,D,A,A,C,A,B,A,A,Ravenclaw
2223,C,A,A,A,A,A,B,A,A,D,A,A,A,A,E,A,A,A,A,A,D,B,A,A,A,B,A,Ravenclaw
2224,C,A,A,A,A,A,B,A,A,D,A,A,A,A,E,A,A,A,A,A,E,B,A,A,A,B,A,Ravenclaw
2225,C,A,A,A,A,A,B,A,A,D,A,A,A,C,A,B,A,A,A,A,A,A,A,C,A,A,C,Ravenclaw
2226,C,A,A,A,A,A,B,A,A,D,A,A,E,A,A,A,A,A,C,A,A,A,A,B,A,A,C,Ravenclaw
2227,C,A,A,A,A,A,B,A,A,D,A,A,A,H,A,A,A,A,C,A,A,B,A,A,B,A,A,Ravenclaw
2228,C,A,A,A,A,A,B,A,A,A,D,A,A,A,H,A,A,A,C,A,A,A,A,C,B,A,A,Ravenclaw
2229,C,A,A,A,A,A,B,A,A,A,E,A,A,A,E,A,A,A,C,A,A,B,A,A,B,A,A,Ravenclaw
2230,C,A,A,A,A,A,B,A,A,A,F,A,A,A,E,A,A,B,A,A,A,B,A,A,A,B,A,Ravenclaw
2231,C,A,A,A,A,A,B,A,A,A,G,A,B,A,A,A,A,B,A,A,A,A,A,C,B,A,A,Ravenclaw
2232,C,A,A,A,A,A,B,A,A,A,G,A,B,A,A,A,A,B,A,A,A,B,A,A,A,B,A,Ravenclaw
2233,C,A,A,A,A,A,B,A,A,A,G,A,B,A,A,A,A,A,A,D,A,B,A,A,A,B,A,Ravenclaw
2234,C,A,A,A,A,A,B,A,A,A,G,A,A,A,E,A,A,A,C,A,A,B,A,A,B,A,A,Ravenclaw
